ko_term,group,EC,bigg_reaction,description,CAZy,KEGG_Pathway,BRITE,name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,variable,coef,n_eff,i.EC,i.bigg_reaction,i.description,i.CAZy,i.KEGG_Pathway,i.BRITE,i.name,i.baseMean,i.log2FoldChange,i.lfcSE,i.stat,i.pvalue,i.padj,i.variable,i.coef,i.n_eff,t
ko:K01895,carbohydrate metabolism,"6.2.1.1,6.2.1.17,6.2.1.40,6.2.1.13","iE2348C_1286.E2348C_4392,iYL1228.KPN_04478","Acyl-coenzyme A synthetase ACSM3,AMP-binding enzyme C-terminal domain,Catalyzes the synthesis of propionyl-CoA from propionate and CoA. Also converts acetate to acetyl-CoA but with a lower specific activity (By similarity),AMP-binding enzyme,AMP-dependent synthetase and ligase,Psort location Cytoplasmic, score,Succinyl-CoA ligase like flavodoxin domain,Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. Acs undergoes a two-step reaction. In the first half reaction, Acs combines acetate with ATP to form acetyl- adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA,PFAM AMP-dependent synthetase and ligase","","ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200","ko00000,ko00001,ko00002,ko01000,ko01004","acsA,prpE,ytcI,pauA",339.232658830669,-1.15543971471976,0.328259457506344,13.2988574594826,0.000265567899506,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"6.2.1.1,6.2.1.17,6.2.1.40,6.2.1.13","iE2348C_1286.E2348C_4392,iYL1228.KPN_04478","Acyl-coenzyme A synthetase ACSM3,AMP-binding enzyme C-terminal domain,Catalyzes the synthesis of propionyl-CoA from propionate and CoA. Also converts acetate to acetyl-CoA but with a lower specific activity (By similarity),AMP-binding enzyme,AMP-dependent synthetase and ligase,Psort location Cytoplasmic, score,Succinyl-CoA ligase like flavodoxin domain,Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. Acs undergoes a two-step reaction. In the first half reaction, Acs combines acetate with ATP to form acetyl- adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA,PFAM AMP-dependent synthetase and ligase","","ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200","ko00000,ko00001,ko00002,ko01000,ko01004","acsA,prpE,ytcI,pauA",339.232658830669,0.380610665680414,0.171779389145836,5.40900917568109,0.0200330836130039,0.156426309051671,bmi,bmi,25,2.21569460441663
ko:K01905,carbohydrate metabolism,"6.2.1.13,6.3.2.29,6.3.2.30,6.2.1.1","","CoA binding domain protein,PFAM CoA-binding domain protein,CoA binding domain,TIGRFAM acetyl coenzyme A synthetase (ADP forming), alpha domain,Acetylates RNase R in exponential phase cells. Also required for the glucose-dependent acetylation on multiple lysines of alpha, beta and beta' RNAP subunits. May acetylate Acs and inhibit its activity,Succinyl-CoA ligase like flavodoxin domain,CoA ligase,Acyl-CoA synthetase (NDP forming),ATP-grasp domain","","ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120,ko00720,map00720,ko00680,ko01110,ko01130,ko01200,map00680,map01110,map01130,map01200","ko00000,ko00001,ko01000,ko01004,ko00002","yfiQ,pauA,MA20_15065,acdA",88.7663755578837,-0.980889752971262,0.287356064594319,12.1610479467949,0.000487979519721,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"6.2.1.13,6.3.2.29,6.3.2.30,6.2.1.1","","CoA binding domain protein,PFAM CoA-binding domain protein,CoA binding domain,TIGRFAM acetyl coenzyme A synthetase (ADP forming), alpha domain,Acetylates RNase R in exponential phase cells. Also required for the glucose-dependent acetylation on multiple lysines of alpha, beta and beta' RNAP subunits. May acetylate Acs and inhibit its activity,Succinyl-CoA ligase like flavodoxin domain,CoA ligase,Acyl-CoA synthetase (NDP forming),ATP-grasp domain","","ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120,ko00720,map00720,ko00680,ko01110,ko01130,ko01200,map00680,map01110,map01130,map01200","ko00000,ko00001,ko01000,ko01004,ko00002","yfiQ,pauA,MA20_15065,acdA",88.7663755578837,0.307224147263,0.132328786387476,6.45355219371004,0.011073073613918,0.109860249904741,bmi,bmi,25,2.32167282456145
ko:K01918,carbohydrate metabolism,"2.7.4.25,6.3.2.1,1.17.7.4,2.5.1.19,2.7.1.26,2.7.7.2","iPC815.YPO1391,iSDY_1059.SDY_2348","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,Pantoate-beta-alanine ligase","","ko00240,ko00410,ko00770,ko01100,ko01110,map00240,map00410,map00770,map01100,map01110,ko00400,ko00740,ko00900,ko01130,ko01230,ko03010,map00400,map00740,map00900,map01130,map01230,map03010","ko00000,ko00001,ko00002,ko01000,br01610,ko03009,ko03011","panC,cmk",135.895494941309,-1.3445774187247,0.402172984139387,12.251909789248,0.000464782221032,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"2.7.4.25,6.3.2.1,1.17.7.4,2.5.1.19,2.7.1.26,2.7.7.2","iPC815.YPO1391,iSDY_1059.SDY_2348","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,Pantoate-beta-alanine ligase","","ko00240,ko00410,ko00770,ko01100,ko01110,map00240,map00410,map00770,map01100,map01110,ko00400,ko00740,ko00900,ko01130,ko01230,ko03010,map00400,map00740,map00900,map01130,map01230,map03010","ko00000,ko00001,ko00002,ko01000,br01610,ko03009,ko03011","panC,cmk",135.895494941309,0.0642704800200359,0.180233454696722,0.134575356319999,0.713734535009968,0.880331775147037,bmi,bmi,25,0.35659572818034
ko:K02027,transporters,"3.4.17.18,3.4.11.9,3.2.1.8,2.1.1.113,3.1.31.1","iYO844.BSU06970,iEcE24377_1341.EcE24377A_3931","Bacterial extracellular solute-binding protein,ABC-type sugar transport system periplasmic component,Psort location Cytoplasmic, score, score 8.87,transport,Belongs to the peptidase M24B family,PFAM extracellular solute-binding protein family 1,carbohydrate transport,solute-binding protein,ABC transporter periplasmic binding protein YcjN precursor,COG0006 Xaa-Pro aminopeptidase,Creatinase/Prolidase N-terminal domain,ABC transporter, solute-binding protein,peptidase M24,Carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-),ABC transporter periplasmic binding protein YcjN precursor K02027,creatinase,COG COG1653 ABC-type sugar transport system, periplasmic component,helix_turn _helix lactose operon repressor,C-terminal region of peptidase_M24,ABC transporter substrate-binding protein,maltose binding,DNA-binding transcription factor activity,Extracellular solute-binding protein,aminopeptidase,nucleotide catabolic process,PFAM Bacterial extracellular solute-binding,Carbohydrate ABC transporter,Sn-glycerol-3-phosphate and glycerophosphoryl diester- binding protein interacts with the binding protein-dependent transport system UgpACE,helix_turn_helix gluconate operon transcriptional repressor,PFAM Bacterial extracellular solute-binding protein,PFAM peptidase M24,Domain of unknown function (DUF4861),peptidase,Bacterial regulatory proteins, gntR family,Sugar ABC transporter substrate-binding protein,nuclease,extracellular solute-binding protein, family 1,Belongs to the 5'-nucleotidase family","","ko02010,map02010","ko00000,ko00002,ko01000,ko01002,ko02000,ko00001,ko03000,ko02048","ugpB,busR,pepP,msmE,ugpB3,malE,mmbP,yesO,xynX5,thuE,lacE,cycB_1,srrA1,cycB_2,mnuA,ycjN",1200.75928648043,-0.456711030871489,0.123644477322288,13.7465049583856,0.00020920972481,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"3.4.17.18,3.4.11.9,3.2.1.8,2.1.1.113,3.1.31.1","iYO844.BSU06970,iEcE24377_1341.EcE24377A_3931","Bacterial extracellular solute-binding protein,ABC-type sugar transport system periplasmic component,Psort location Cytoplasmic, score, score 8.87,transport,Belongs to the peptidase M24B family,PFAM extracellular solute-binding protein family 1,carbohydrate transport,solute-binding protein,ABC transporter periplasmic binding protein YcjN precursor,COG0006 Xaa-Pro aminopeptidase,Creatinase/Prolidase N-terminal domain,ABC transporter, solute-binding protein,peptidase M24,Carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-),ABC transporter periplasmic binding protein YcjN precursor K02027,creatinase,COG COG1653 ABC-type sugar transport system, periplasmic component,helix_turn _helix lactose operon repressor,C-terminal region of peptidase_M24,ABC transporter substrate-binding protein,maltose binding,DNA-binding transcription factor activity,Extracellular solute-binding protein,aminopeptidase,nucleotide catabolic process,PFAM Bacterial extracellular solute-binding,Carbohydrate ABC transporter,Sn-glycerol-3-phosphate and glycerophosphoryl diester- binding protein interacts with the binding protein-dependent transport system UgpACE,helix_turn_helix gluconate operon transcriptional repressor,PFAM Bacterial extracellular solute-binding protein,PFAM peptidase M24,Domain of unknown function (DUF4861),peptidase,Bacterial regulatory proteins, gntR family,Sugar ABC transporter substrate-binding protein,nuclease,extracellular solute-binding protein, family 1,Belongs to the 5'-nucleotidase family","","ko02010,map02010","ko00000,ko00002,ko01000,ko01002,ko02000,ko00001,ko03000,ko02048","ugpB,busR,pepP,msmE,ugpB3,malE,mmbP,yesO,xynX5,thuE,lacE,cycB_1,srrA1,cycB_2,mnuA,ycjN",1200.75928648043,0.0947336149725028,0.0584815617154575,2.90320888630754,0.0884034077143083,0.332386243346609,bmi,bmi,25,1.61988859725446
ko:K03436,carbohydrate metabolism,"","","DeoR C terminal sensor domain,Psort location Cytoplasmic, score 8.87,COG COG1349 Transcriptional regulators of sugar metabolism,Transcriptional regulator, DeoR family,transcriptional regulator DeoR family,DNA-binding transcription factor activity,transcriptional regulator (DeoR family),M protein trans-acting positive regulator (MGA) HTH domain, DeoR,transcriptional, score 8.96","","","ko00000,ko03000","fruR,srlR,fruR2,agaR,lacR",157.141895261248,-1.16305509902351,0.319993327897783,15.8456319980325,6.87249888903349e-05,0.02713177989777,subset,subset_weight.loss_vs_no.weight.loss,10,"","","DeoR C terminal sensor domain,Psort location Cytoplasmic, score 8.87,COG COG1349 Transcriptional regulators of sugar metabolism,Transcriptional regulator, DeoR family,transcriptional regulator DeoR family,DNA-binding transcription factor activity,transcriptional regulator (DeoR family),M protein trans-acting positive regulator (MGA) HTH domain, DeoR,transcriptional, score 8.96","","","ko00000,ko03000","fruR,srlR,fruR2,agaR,lacR",157.141895261248,0.161643722843887,0.150205838372508,1.01893927864046,0.312770747416548,0.626773345158304,bmi,bmi,25,1.07614806851258
ko:K03442,transporters,"","","Psort location CytoplasmicMembrane, score,mechanosensitive ion channel,Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. The channel is sensitive to voltage,Transporter, small conductance mechanosensitive ion channel MscS family protein,Small-conductance mechanosensitive channel,Mechanosensitive ion channel,Small conductance mechanosensitive ion channel, MscS family,Conserved TM helix,ion transport,COG0668 Small-conductance mechanosensitive channel","","","ko00000,ko02000","mscS,mscS1,ybiO",226.492767789214,-1.11512926286656,0.319760456865463,13.0956656364954,0.000295979811694,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"","","Psort location CytoplasmicMembrane, score,mechanosensitive ion channel,Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. The channel is sensitive to voltage,Transporter, small conductance mechanosensitive ion channel MscS family protein,Small-conductance mechanosensitive channel,Mechanosensitive ion channel,Small conductance mechanosensitive ion channel, MscS family,Conserved TM helix,ion transport,COG0668 Small-conductance mechanosensitive channel","","","ko00000,ko02000","mscS,mscS1,ybiO",226.492767789214,0.178794107992537,0.145236828696619,1.7460589124882,0.186372950026623,0.499063480044287,bmi,bmi,25,1.23105213462086
ko:K03544,amino acid metabolism,"","","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,COG COG1219 ATP-dependent protease Clp, ATPase subunit,C-terminal, D2-small domain, of ClpB protein,ClpX C4-type zinc finger,unfolded protein binding","","ko04112,map04112","ko00000,ko00001,ko03110","clpX_1,clpX",296.327952005083,0.776190253597632,0.209026814445838,13.1115988027893,0.000293473124929,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"","","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,COG COG1219 ATP-dependent protease Clp, ATPase subunit,C-terminal, D2-small domain, of ClpB protein,ClpX C4-type zinc finger,unfolded protein binding","","ko04112,map04112","ko00000,ko00001,ko03110","clpX_1,clpX",296.327952005083,-0.0780969732298228,0.0972820108023066,0.536923612743237,0.463710484915754,0.742485841024956,bmi,bmi,25,-0.802789463187895
ko:K03606,lipopolysaccharide synthesis,"2.7.8.6,2.7.8.36","","CoA-binding domain,Psort location CytoplasmicMembrane, score,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,COG COG2148 Sugar transferases involved in lipopolysaccharide synthesis,Bacterial sugar transferase,COG2148 Sugar transferases involved in lipopolysaccharide synthesis","","ko05111,map05111,ko02025,map02025","ko00000,ko00001,ko01000,ko01005","wcaJ,wcaJ_2,pglC",141.540462330686,0.854696835591542,0.242855355889524,12.4746790403426,0.000412505524966,0.038965906512159,subset,subset_weight.loss_vs_no.weight.loss,10,"2.7.8.6,2.7.8.36","","CoA-binding domain,Psort location CytoplasmicMembrane, score,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,COG COG2148 Sugar transferases involved in lipopolysaccharide synthesis,Bacterial sugar transferase,COG2148 Sugar transferases involved in lipopolysaccharide synthesis","","ko05111,map05111,ko02025,map02025","ko00000,ko00001,ko01000,ko01005","wcaJ,wcaJ_2,pglC",141.540462330686,-0.0543368318613983,0.112792255776143,0.197180992169592,0.657005954762617,0.861813366586766,bmi,bmi,25,-0.481742576097066
ko:K03649,stress response,"3.2.2.28,6.3.3.2","","Uracil DNA glycosylase superfamily,DNA glycosylase,UreE urease accessory protein, C-terminal domain,COG3663 G T U mismatch-specific DNA glycosylase,Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX,COG COG3663 G T U mismatch-specific DNA glycosylase,NUDIX domain,Excises ethenocytosine and uracil, which can arise by alkylation or deamination of cytosine, respectively, from the corresponding mispairs with guanine in ds-DNA. It is capable of hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of the DNA and the mispaired base. The complementary strand guanine functions in substrate recognition. Required for DNA damage lesion repair in stationary-phase cells","","ko03410,map03410,ko00670,ko01100,map00670,map01100","ko00000,ko00001,ko01000,ko03400","mug,mutY",113.200004309541,-1.12416425211087,0.331046480917828,13.7608578285267,0.000207617272422,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"3.2.2.28,6.3.3.2","","Uracil DNA glycosylase superfamily,DNA glycosylase,UreE urease accessory protein, C-terminal domain,COG3663 G T U mismatch-specific DNA glycosylase,Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX,COG COG3663 G T U mismatch-specific DNA glycosylase,NUDIX domain,Excises ethenocytosine and uracil, which can arise by alkylation or deamination of cytosine, respectively, from the corresponding mispairs with guanine in ds-DNA. It is capable of hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of the DNA and the mispaired base. The complementary strand guanine functions in substrate recognition. Required for DNA damage lesion repair in stationary-phase cells","","ko03410,map03410,ko00670,ko01100,map00670,map01100","ko00000,ko00001,ko01000,ko03400","mug,mutY",113.200004309541,0.0308035072934279,0.153206569595009,0.0393082626578121,0.842839209002501,0.940688662098026,bmi,bmi,25,0.201058658090543
ko:K03723,stress response,"2.4.1.129,3.4.16.4","","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site,TRCF",GT51,"ko03420,map03420,ko00550,map00550","ko00000,ko00001,ko01000,ko03400,ko01003,ko01011",mfd,682.511876482043,-0.509507370723582,0.148204653148089,12.1273808495511,0.000496868551374,0.042079626281915,subset,subset_weight.loss_vs_no.weight.loss,10,"2.4.1.129,3.4.16.4","","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site,TRCF",GT51,"ko03420,map03420,ko00550,map00550","ko00000,ko00001,ko01000,ko03400,ko01003,ko01011",mfd,682.511876482043,0.100410179163009,0.068779666282652,2.42422652109826,0.119472199294527,0.389329306024098,bmi,bmi,25,1.45988174397896
ko:K04786,transporters,"2.1.1.295,2.1.1.79","","Condensation domain,polyketide synthase,TIGRFAM amino acid adenylation domain,amino acid activation for nonribosomal peptide biosynthetic process,PKS_KR,Nodulation protein S (NodS),AMP-binding enzyme,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko01054,map01054,ko00333,ko01130,map00333,map01130,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","irp1,ppsE,phcB",109.271813442594,-1.67779164846253,0.487566761739818,12.0124670970222,0.000528458577266,0.043263142192187,subset,subset_weight.loss_vs_no.weight.loss,10,"2.1.1.295,2.1.1.79","","Condensation domain,polyketide synthase,TIGRFAM amino acid adenylation domain,amino acid activation for nonribosomal peptide biosynthetic process,PKS_KR,Nodulation protein S (NodS),AMP-binding enzyme,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko01054,map01054,ko00333,ko01130,map00333,map01130,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","irp1,ppsE,phcB",109.271813442594,0.719106837793176,0.248579650272044,10.0752286142023,0.00150275975701562,0.0334373162095917,bmi,bmi,25,2.89286285907229
ko:K05575,respiration,1.6.5.3,"iJN678.ndhD2,iJN678.ndhD","NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient,proton-translocating NADH-quinone oxidoreductase, chain M,NADH dehydrogenase,Proton-conducting membrane transporter","","ko00190,ko01100,map00190,map01100","ko00000,ko00001,ko00002,ko01000,ko02000","nuoM,ndhD,ndhD5",212.814622244022,-1.19313487385631,0.357013477956718,12.9588701440514,0.000318409283491,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,1.6.5.3,"iJN678.ndhD2,iJN678.ndhD","NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient,proton-translocating NADH-quinone oxidoreductase, chain M,NADH dehydrogenase,Proton-conducting membrane transporter","","ko00190,ko01100,map00190,map01100","ko00000,ko00001,ko00002,ko01000,ko02000","nuoM,ndhD,ndhD5",212.814622244022,0.307463424436342,0.182453527303562,2.99565781747555,0.0834879997258161,0.324251696063059,bmi,bmi,25,1.68516021027531
ko:K06894,amino acid metabolism,3.2.1.52,"","Carboxypeptidase regulatory-like domain,peptidase regulator activity,Alpha-2-Macroglobulin,COG2373 Large extracellular alpha-helical protein,cell wall anchor domain protein,PFAM alpha-2-macroglobulin domain protein,Alpha-2-macroglobulin family,Leucine rich repeats (6 copies),Spy0128-like isopeptide containing domain,PFAM Prenyltransferase squalene oxidase,gamma-DL-glutamyl hydrolase,Alpha-2-macroglobulin MG1 domain,domain protein",GH20,"ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,ko05100,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142,map05100","ko00000,ko00001,ko00002,ko01000,ko03110","yfhM,yfaS,inlA",155.546249101661,1.02925998648217,0.281570899223153,13.2275426107479,0.000275865248849,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,3.2.1.52,"","Carboxypeptidase regulatory-like domain,peptidase regulator activity,Alpha-2-Macroglobulin,COG2373 Large extracellular alpha-helical protein,cell wall anchor domain protein,PFAM alpha-2-macroglobulin domain protein,Alpha-2-macroglobulin family,Leucine rich repeats (6 copies),Spy0128-like isopeptide containing domain,PFAM Prenyltransferase squalene oxidase,gamma-DL-glutamyl hydrolase,Alpha-2-macroglobulin MG1 domain,domain protein",GH20,"ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,ko05100,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142,map05100","ko00000,ko00001,ko00002,ko01000,ko03110","yfhM,yfaS,inlA",155.546249101661,-0.00537241995802698,0.129953490916501,0.00146936803378139,0.969422708798865,0.98802074637774,bmi,bmi,25,-0.041341097650689
ko:K06959,stress response,"","","Tex-like protein N-terminal domain,Transcriptional accessory protein,Likely ribonuclease with RNase H fold.,domain protein,Tex-like protein N-terminal domain protein,Psort location Cytoplasmic, score,COG2183 Transcriptional accessory protein,response to ionizing radiation,RNA binding S1 domain protein","","",ko00000,yhgF,525.439496812489,-0.738674256068962,0.190186691477295,15.1476064621979,9.94242748696796e-05,0.02713177989777,subset,subset_weight.loss_vs_no.weight.loss,10,"","","Tex-like protein N-terminal domain,Transcriptional accessory protein,Likely ribonuclease with RNase H fold.,domain protein,Tex-like protein N-terminal domain protein,Psort location Cytoplasmic, score,COG2183 Transcriptional accessory protein,response to ionizing radiation,RNA binding S1 domain protein","","",ko00000,yhgF,525.439496812489,0.46714569225366,0.0900190307319649,36.5879631437168,1.45930049961547e-09,2.17070949317801e-06,bmi,bmi,25,5.18941037750789
ko:K06996,respiration,1.14.99.57,"","Antibiotic biosynthesis monooxygenase,Glyoxalase bleomycin resistance protein dioxygenase,Glyoxalase-like domain","","","ko00000,ko01000","ycnE,yphI",64.8444370176467,-1.33176935832005,0.395353666713205,12.5902365861369,0.000387767056132,0.038965906512159,subset,subset_weight.loss_vs_no.weight.loss,10,1.14.99.57,"","Antibiotic biosynthesis monooxygenase,Glyoxalase bleomycin resistance protein dioxygenase,Glyoxalase-like domain","","","ko00000,ko01000","ycnE,yphI",64.8444370176467,0.225358240480212,0.178766690026574,1.6896506809305,0.193647023509077,0.508845124376087,bmi,bmi,25,1.26062769549916
ko:K11528,cell wall synthesis,"2.3.1.157,2.7.7.23","iJN678.glmU,iLJ478.TM1629,iECED1_1282.ECED1_4420,iYL1228.KPN_04135","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain,D-aminopeptidase,Hexapeptide repeat of succinyl-transferase","","ko00520,ko01100,ko01130,map00520,map01100,map01130","ko00000,ko00001,ko00002,ko01000,ko01002",glmU,111.458242202632,1.64815020216351,0.34126177485677,20.6574289374769,5.49236655756426e-06,0.013093525158738,subset,subset_weight.loss_vs_no.weight.loss,10,"2.3.1.157,2.7.7.23","iJN678.glmU,iLJ478.TM1629,iECED1_1282.ECED1_4420,iYL1228.KPN_04135","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain,D-aminopeptidase,Hexapeptide repeat of succinyl-transferase","","ko00520,ko01100,ko01130,map00520,map01100,map01130","ko00000,ko00001,ko00002,ko01000,ko01002",glmU,111.458242202632,0.0454065742069752,0.166950961570528,0.0525373851065183,0.818705427623137,0.927801992572316,bmi,bmi,25,0.271975517719875
ko:K12240,amino acid metabolism,"2.1.1.295,2.1.1.79","","Condensation domain,TIGRFAM amino acid adenylation domain,D-alanine [D-alanyl carrier protein] ligase activity,Pfam:NRPS,methyltransferase activity,Non-ribosomal peptide synthetase modules and related proteins,Thioesterase domain,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","pchF,phcB,mbtB",110.298940980328,-1.32181888177479,0.387434032220442,12.8879346767873,0.000330707172912,0.038676991270098,subset,subset_weight.loss_vs_no.weight.loss,10,"2.1.1.295,2.1.1.79","","Condensation domain,TIGRFAM amino acid adenylation domain,D-alanine [D-alanyl carrier protein] ligase activity,Pfam:NRPS,methyltransferase activity,Non-ribosomal peptide synthetase modules and related proteins,Thioesterase domain,Belongs to the ATP-dependent AMP-binding enzyme family","GT2,GT4","ko01053,map01053,ko00130,ko01100,ko01110,ko02020,map00130,map01100,map01110,map02020","ko00000,ko00001,ko01004,ko01008,ko00002,ko01000,ko01005,ko02000","pchF,phcB,mbtB",110.298940980328,0.566558377466528,0.174892699696423,11.8387353704386,0.000580112102616323,0.0182413829268565,bmi,bmi,25,3.23946270170198
ko:K12950,transporters,"3.6.3.10,3.6.3.4","","Psort location CytoplasmicMembrane, score,E1-E2 ATPase,heavy metal translocating P-type ATPase,COG COG2217 Cation transport ATPase,haloacid dehalogenase-like hydrolase,Heavy metal translocating P-type ATPase","","ko00190,map00190","ko00000,ko00001,ko01000",ctpC,352.827768522119,-0.879759679331185,0.240155677827955,15.2793827058088,9.27230495223233e-05,0.02713177989777,subset,subset_weight.loss_vs_no.weight.loss,10,"3.6.3.10,3.6.3.4","","Psort location CytoplasmicMembrane, score,E1-E2 ATPase,heavy metal translocating P-type ATPase,COG COG2217 Cation transport ATPase,haloacid dehalogenase-like hydrolase,Heavy metal translocating P-type ATPase","","ko00190,map00190","ko00000,ko00001,ko01000",ctpC,352.827768522119,0.170148641430074,0.112691852389705,2.26241001905026,0.132547643658302,0.410332195508272,bmi,bmi,25,1.50985752582782
